area,bedrooms,bathrooms,stories,parking,location,age,price
1618,2,2,2,0,Rural,1,212605
723,3,2,2,1,Rural,13,120271
2128,3,2,2,2,Urban,16,283747
1277,1,4,3,3,Urban,2,228376
3433,3,4,3,1,Urban,4,449858
659,4,4,1,2,Rural,21,135944
2032,4,3,3,2,Urban,19,294839
2198,4,4,3,3,Rural,30,297286
3473,4,4,2,2,Suburban,31,426270
1883,1,2,1,2,Urban,49,203393
828,5,3,2,0,Urban,36,158569
2085,5,4,1,1,Urban,43,274661
2330,4,1,2,0,Urban,39,271557
2088,4,1,2,1,Suburban,49,238518
1828,3,3,3,3,Rural,9,268630
2575,4,4,3,3,Urban,43,346560
3198,1,1,1,0,Urban,2,366314
2786,2,2,1,2,Suburban,41,299058
3042,3,1,3,2,Urban,22,371041
3666,3,4,1,3,Rural,9,439307
977,1,1,3,1,Suburban,16,140534
2582,5,3,2,0,Suburban,24,332078
1417,1,1,1,1,Urban,15,174245
1943,2,4,1,3,Urban,30,253559
927,3,1,2,0,Rural,27,119878
1854,1,1,2,2,Rural,14,216358
1737,5,2,3,1,Rural,42,225928
2100,4,4,1,1,Rural,14,277098
1807,4,1,3,0,Rural,32,220428
2653,5,4,3,1,Suburban,5,382026
3486,3,2,2,0,Suburban,8,413556
3877,4,4,3,0,Rural,45,438479
2074,1,1,2,2,Suburban,37,222224
2509,1,3,2,0,Suburban,9,300864
2106,4,4,2,2,Suburban,23,291229
3300,2,4,3,3,Suburban,2,421697
3862,5,3,3,1,Urban,29,474845
1950,5,3,2,1,Rural,39,252801
1561,3,4,1,2,Rural,20,215864
2103,4,3,1,3,Urban,31,287588
2299,4,1,1,1,Rural,27,264320
3836,2,1,2,0,Suburban,46,390197
3081,3,1,3,0,Rural,4,365203
1422,5,1,2,2,Rural,11,208742
3826,2,4,2,1,Urban,25,446029
2627,3,1,3,2,Urban,26,327316
1194,5,4,1,2,Suburban,28,201603
2192,1,3,3,3,Rural,10,283328
3911,2,4,1,0,Suburban,48,415061
1918,1,1,2,2,Suburban,13,234320
828,1,1,1,3,Urban,36,109981
2950,3,1,2,3,Suburban,30,342168
3529,4,3,3,1,Rural,28,418956
1015,5,2,2,2,Urban,13,200489
824,1,3,2,1,Suburban,42,105796
1340,3,3,1,1,Urban,5,217133
2658,2,2,3,0,Rural,34,292929
2378,5,3,1,1,Suburban,9,323485
2616,2,2,1,1,Urban,37,292526
1633,3,1,2,1,Suburban,26,205120
3492,5,2,2,3,Suburban,39,414536
2314,1,1,2,1,Suburban,30,250609
3000,1,1,1,2,Urban,14,339257
2937,1,3,2,2,Urban,1,375672
3961,3,2,3,0,Suburban,46,429022
3266,5,4,1,1,Suburban,36,394455
3598,1,1,3,1,Rural,28,371472
2048,1,1,3,0,Rural,8,239162
2412,4,3,3,3,Urban,38,323487
792,3,2,2,3,Urban,18,156977
790,4,1,2,1,Rural,39,109825
1143,4,4,2,2,Suburban,39,182357
1729,4,4,2,0,Rural,28,228114
3433,5,4,2,1,Suburban,17,438647
2257,2,3,1,0,Rural,18,259756
795,4,1,2,1,Rural,26,119696
3415,1,2,1,2,Suburban,20,370047
1120,4,1,3,2,Suburban,33,172063
892,1,4,3,2,Rural,25,136066
3400,2,2,1,2,Rural,23,367809
2497,1,4,3,3,Urban,42,306129
1573,4,4,3,2,Suburban,21,247711
753,2,2,3,2,Rural,43,101284
3735,1,4,1,2,Suburban,29,417020
2039,5,1,2,2,Suburban,29,263211
3305,2,3,1,0,Urban,41,365384
1172,2,3,1,0,Urban,15,169385
891,2,2,1,2,Suburban,26,125208
698,1,2,2,2,Rural,33,81845
2575,1,4,1,0,Rural,38,264660
3718,3,2,2,0,Rural,36,390892
737,5,1,3,0,Suburban,42,121952
2566,3,3,1,3,Suburban,2,345246
3842,4,2,2,3,Suburban,15,461461
3199,2,1,1,3,Rural,34,339400
2888,2,2,3,3,Urban,30,348263
2642,3,3,2,3,Urban,5,364671
3480,1,1,2,0,Urban,49,347021
3495,3,4,2,1,Suburban,39,400962
2997,1,4,2,2,Urban,21,361547
1944,5,1,1,2,Rural,47,223993
2601,3,4,3,1,Urban,19,353878
1066,3,4,2,1,Suburban,15,187430
1047,1,4,1,3,Rural,43,127819
3660,2,1,3,3,Rural,45,383910
1665,4,2,3,2,Suburban,36,232170
1404,2,3,3,1,Suburban,18,206183
3733,4,4,3,3,Urban,29,470508
3429,4,3,2,2,Suburban,32,408562
3037,3,4,1,2,Suburban,39,352889
2710,3,2,1,0,Rural,35,291590
3020,4,1,3,3,Suburban,15,383958
813,3,3,1,1,Suburban,13,145932
1384,3,3,3,3,Urban,9,235847
2331,1,1,1,0,Suburban,11,257466
2034,1,4,2,1,Urban,41,247260
3392,2,1,3,2,Rural,48,354702
2757,2,2,1,1,Rural,8,316359
1374,4,3,1,1,Urban,7,228046
1926,1,4,3,2,Suburban,41,238897
1356,5,1,1,1,Rural,6,197468
3483,1,1,3,3,Urban,44,375441
3556,4,2,1,1,Suburban,12,416703
1620,4,1,2,0,Suburban,4,231961
1666,1,4,1,3,Rural,1,227978
2157,3,1,1,3,Rural,30,243802
3572,2,3,2,2,Suburban,32,406407
1719,2,4,1,3,Suburban,43,211328
2158,4,4,1,1,Rural,18,284683
631,3,2,3,0,Rural,6,123573
2996,5,2,1,1,Rural,9,366127
2534,3,3,3,3,Rural,49,291832
1937,5,1,2,2,Rural,43,231053
1783,4,2,2,1,Urban,28,245743
2322,4,1,2,3,Rural,41,269601
1741,2,4,1,3,Suburban,7,254160
1455,2,1,3,0,Urban,0,217687
2806,5,2,2,0,Suburban,6,365527
3240,2,4,3,2,Rural,29,377644
710,4,3,3,2,Rural,22,143510
3418,5,2,1,3,Rural,17,410036
993,3,1,3,2,Rural,49,114375
3915,1,3,1,0,Suburban,20,427215
835,2,4,1,0,Rural,41,97225
1745,1,1,1,3,Urban,25,205142
1285,4,2,1,3,Urban,9,214026
2545,5,3,3,3,Suburban,9,363023
3426,2,1,1,0,Urban,14,380918
1437,3,3,3,2,Rural,37,194883
2815,2,2,1,2,Rural,44,295482
1703,5,2,1,3,Rural,49,204871
3144,3,3,2,0,Urban,34,366319
2093,3,2,1,3,Urban,44,251177
1849,2,4,2,3,Suburban,28,246074
1896,5,1,2,2,Suburban,50,228145
1750,2,3,1,0,Suburban,7,228832
2064,5,1,1,3,Urban,12,293148
1682,1,4,3,2,Suburban,2,247176
2017,4,1,2,2,Rural,34,235690
1662,5,1,3,2,Urban,0,273295
1632,4,1,1,3,Urban,1,250110
3736,4,3,1,0,Urban,50,410576
1984,2,2,2,3,Suburban,25,251193
988,1,3,1,0,Suburban,11,136574
2440,3,1,3,3,Urban,31,310041
2968,2,1,2,3,Urban,22,353324
2953,1,3,1,2,Suburban,45,307945
2850,2,2,2,3,Rural,18,329528
2040,3,1,2,0,Urban,49,226835
3992,1,4,2,0,Urban,19,453751
1752,3,3,1,2,Rural,13,228952
740,4,2,2,2,Rural,9,142674
2965,5,4,3,3,Rural,9,405501
3389,5,4,3,0,Suburban,46,409274
3705,3,2,2,3,Urban,34,432691
868,5,4,2,2,Rural,32,161965
1846,2,3,2,2,Suburban,40,223631
1289,2,3,2,1,Rural,28,167501
1426,1,3,3,0,Suburban,41,166233
3157,4,3,1,3,Rural,13,390887
1020,5,1,1,1,Suburban,24,155243
3179,1,3,2,2,Urban,1,391852
3972,3,1,2,0,Rural,32,413427
3000,2,4,2,2,Urban,34,364697
1926,3,2,3,3,Urban,39,256448
2399,3,1,1,2,Urban,22,292761
2242,3,4,2,0,Rural,2,296190
1785,5,3,1,2,Urban,11,279043
2961,1,2,2,0,Rural,35,305106
823,4,1,2,2,Suburban,0,161545
1451,3,4,3,1,Urban,9,246867
626,3,3,2,2,Rural,19,125891
784,4,3,1,2,Urban,39,136332
886,5,3,3,3,Suburban,30,178370
3961,3,1,2,2,Rural,48,412801
1621,5,2,2,1,Rural,19,230200
1479,5,2,3,2,Suburban,0,254320
3415,1,1,2,1,Suburban,50,340608
2957,4,3,1,0,Suburban,9,371634
1284,4,2,3,2,Suburban,43,179761
3931,2,1,1,0,Urban,16,432358
1958,5,4,3,3,Suburban,24,298418
2747,4,4,3,0,Urban,49,334133
1495,2,4,3,3,Urban,27,231237
602,5,1,1,3,Suburban,26,121575
3792,3,1,1,3,Urban,42,418941
3778,1,4,3,1,Rural,40,407405
1400,2,4,1,1,Rural,36,171785
2327,5,2,1,3,Rural,46,273212
2243,1,2,3,3,Rural,50,238716
738,2,3,2,3,Urban,17,147842
1449,2,3,3,1,Suburban,12,214846
939,5,2,3,3,Suburban,28,173395
706,3,1,2,1,Urban,46,103044
2873,4,1,1,1,Rural,46,299874
3822,1,4,2,2,Rural,8,439276
2739,5,3,1,3,Suburban,6,370516
2804,4,3,2,3,Suburban,2,384433
3888,5,3,2,1,Suburban,8,481559
3513,3,1,1,3,Suburban,27,392304
640,2,2,3,0,Urban,11,132651
1414,5,1,1,0,Rural,30,175049
1509,5,4,2,3,Urban,1,283484
2473,2,2,2,3,Suburban,40,279180
1814,2,1,2,1,Rural,42,184660
3416,2,1,3,1,Rural,21,374415
2602,3,4,3,1,Suburban,1,361044
1524,1,3,2,2,Rural,47,159419
2752,5,4,2,3,Suburban,29,364153
3247,1,1,3,0,Rural,16,346560
656,5,1,2,3,Urban,28,139800
2447,2,3,1,1,Suburban,41,273557
1333,1,1,3,0,Rural,29,142950
1098,4,3,1,3,Urban,7,209771
2543,2,2,2,1,Rural,23,283709
1697,2,3,3,1,Rural,40,196427
3611,2,3,2,2,Rural,2,426541
2977,2,1,1,3,Rural,18,325271
1531,4,4,1,1,Suburban,0,246378
1276,1,4,1,0,Rural,33,141475
3532,3,4,1,2,Urban,34,418050
2152,3,2,2,2,Suburban,36,261252
3333,4,4,1,3,Urban,23,426039
3148,5,1,3,2,Urban,27,392112
792,3,3,2,3,Suburban,3,170195
1252,5,2,3,0,Suburban,6,214417
2312,1,3,1,3,Rural,13,277353
1437,2,4,1,2,Rural,35,177060
1507,2,3,2,0,Rural,7,203943
3887,3,3,3,3,Rural,2,476129
716,5,3,2,3,Suburban,7,179985
3615,3,3,1,1,Rural,37,391278
1128,4,4,3,1,Urban,24,204459
3794,4,4,2,3,Urban,27,472787
2086,2,3,1,1,Rural,7,255442
2433,5,3,3,1,Urban,3,356745
3031,3,4,3,3,Suburban,18,394185
2402,5,2,2,2,Rural,41,293519
1573,5,3,1,2,Rural,41,203256
959,4,1,1,2,Rural,8,152389
2195,1,1,3,1,Rural,21,244231
1928,2,3,2,3,Rural,1,266728
1191,4,2,3,1,Suburban,36,174510
1621,1,4,3,2,Suburban,7,243025
3563,3,3,1,1,Suburban,8,419859
2270,1,2,1,1,Urban,9,278181
1389,2,3,3,1,Urban,42,184193
932,3,3,2,2,Rural,40,135585
1702,1,4,1,2,Rural,8,224462
3946,1,3,2,2,Rural,49,400443
3833,3,2,3,2,Suburban,38,436675
3575,4,4,2,3,Suburban,30,443429
2717,2,3,1,0,Rural,16,303227
1390,5,4,3,1,Urban,24,245676
1151,5,2,3,0,Suburban,3,207438
1682,3,2,1,2,Suburban,3,240883
2431,2,3,1,0,Rural,16,279356
3632,3,4,3,3,Urban,23,458143
2155,2,3,1,0,Suburban,23,251156
1268,3,2,1,3,Suburban,29,179584
2542,2,1,3,3,Suburban,30,294922
3073,3,4,1,0,Urban,36,359322
2038,2,4,3,3,Rural,22,268260
1180,3,1,1,3,Rural,5,176318
2109,3,3,3,2,Rural,31,262466
1719,5,2,3,2,Suburban,38,243753
3757,3,1,2,1,Rural,38,392028
1161,1,2,1,3,Rural,0,161105
2485,2,3,3,1,Rural,29,293345
1605,4,2,2,3,Urban,32,234482
2195,5,1,1,0,Suburban,19,272847
2539,4,3,1,3,Suburban,21,331456
3758,2,4,3,0,Rural,41,411991
1714,2,3,1,0,Rural,35,186482
3484,3,3,3,1,Rural,4,425535
2907,2,2,2,3,Rural,47,313435
3863,2,2,3,2,Rural,47,405634
1254,2,4,1,3,Rural,50,147642
750,5,3,2,2,Suburban,16,168565
706,4,4,1,3,Suburban,11,162488
2089,1,2,3,0,Urban,16,256679
2559,1,3,2,3,Suburban,24,305550
1900,2,2,2,2,Urban,23,244740
681,3,3,3,2,Urban,20,154544
2514,4,3,3,3,Urban,49,317998
3878,4,4,3,0,Rural,20,462487
3240,1,4,3,0,Rural,6,381836
1967,4,3,3,0,Urban,34,268926
2731,5,2,1,2,Suburban,42,321296
3676,1,2,1,2,Urban,50,385142
647,5,1,1,2,Rural,14,121528
1318,5,4,3,1,Suburban,39,210635
1749,5,1,2,2,Suburban,35,231395
3335,2,2,2,0,Suburban,28,369757
3283,3,4,2,0,Urban,1,424103
3549,2,3,1,3,Rural,26,391167
1802,1,3,3,2,Rural,20,220533
637,1,3,1,0,Suburban,26,91925
1232,4,1,1,1,Urban,37,169901
1242,1,4,1,0,Rural,46,123746
2233,2,1,1,2,Urban,41,244233
3927,3,4,2,3,Suburban,32,458977
3970,3,2,3,3,Rural,0,474213
1064,1,2,2,0,Urban,7,163621
770,5,2,1,3,Rural,16,149791
2491,4,2,2,0,Rural,36,286950
1955,2,2,2,1,Suburban,17,240483
1647,2,3,3,3,Rural,28,216827
3109,3,4,2,0,Rural,1,385320
602,3,4,3,1,Suburban,30,129938
3339,5,1,1,3,Rural,9,400504
1089,5,3,3,1,Rural,6,203479
3461,5,3,3,2,Urban,3,466858
1549,2,1,2,0,Suburban,7,202864
2500,4,2,2,3,Suburban,45,304276
1092,3,2,1,0,Suburban,30,141954
3743,2,1,1,2,Rural,46,371497
2853,5,1,2,3,Suburban,2,376400
2184,5,4,1,1,Suburban,41,284710
1986,1,3,1,2,Suburban,14,242382
2819,1,4,1,1,Suburban,49,294650
2748,5,1,1,3,Rural,4,350635
3025,4,3,2,0,Urban,14,384152
3812,1,2,1,2,Suburban,12,420638
2221,1,4,3,1,Suburban,5,294665
1674,4,3,3,2,Suburban,5,264541
1337,5,1,3,3,Rural,14,215979
1849,4,3,1,2,Rural,10,256633
1738,2,3,1,1,Urban,50,197584
1899,5,2,2,1,Urban,7,291165
1658,3,4,2,3,Urban,31,246399
796,5,1,3,3,Rural,49,123867
3783,3,2,1,3,Suburban,45,408713
2690,5,3,2,1,Rural,33,330704
2675,5,2,3,2,Suburban,6,364194
2116,1,2,3,2,Rural,0,264816
3142,2,4,3,2,Suburban,42,362239
1133,1,1,3,2,Urban,1,181487
3749,2,1,2,3,Rural,49,386954
1941,2,1,2,3,Rural,3,244227
2150,3,2,3,0,Urban,41,261006
1064,1,1,2,0,Rural,9,128004
3375,1,3,3,0,Urban,1,411115
3306,1,2,1,3,Urban,48,354636
1146,5,1,3,1,Urban,47,166978
763,4,1,2,0,Urban,9,149985
1275,2,4,3,3,Rural,10,206749
751,5,4,2,2,Rural,24,157731
3668,3,2,3,2,Urban,28,438452
2996,4,2,1,3,Rural,23,354463
2197,1,1,1,1,Suburban,44,213568
2098,5,3,3,1,Urban,4,328659
3713,4,1,2,0,Urban,27,422707
2253,2,4,1,3,Rural,12,288704
2618,1,1,3,1,Urban,18,305780
1184,1,2,1,2,Suburban,39,135525
2175,4,2,1,0,Rural,16,267524
3828,5,3,3,3,Rural,31,457876
613,5,4,1,3,Urban,36,149379
1582,2,3,2,2,Urban,46,204063
3021,1,2,3,1,Rural,50,304796
1139,2,2,3,0,Rural,47,119565
2897,3,2,1,3,Urban,41,341619
1593,4,4,1,3,Suburban,2,258095
754,5,4,1,0,Rural,47,115599
1074,4,2,1,3,Urban,6,204227
3824,1,1,3,3,Urban,35,426248
2384,2,2,3,2,Rural,40,264568
3963,4,2,3,1,Rural,45,429256
962,5,3,3,1,Urban,42,175857
2800,1,4,2,3,Rural,40,313591
2222,2,2,1,3,Urban,2,296897
2596,2,1,1,3,Rural,34,276164
883,1,2,1,0,Urban,16,129617
3374,3,4,3,2,Suburban,21,415414
2345,2,3,3,0,Rural,50,246160
1620,2,2,2,0,Urban,16,211574
3818,3,1,1,0,Rural,45,384414
3663,1,4,2,0,Urban,10,432268
3184,4,2,2,2,Rural,13,389379
1836,4,2,2,3,Urban,3,290415
3710,4,1,3,2,Urban,27,443616
2535,4,1,2,0,Suburban,11,317923
1293,2,2,2,0,Suburban,24,165914
1924,1,1,3,0,Rural,16,217762
3421,1,3,1,2,Rural,30,359867
1360,2,3,1,1,Urban,21,190991
2435,4,2,3,0,Suburban,12,317410
2571,2,2,3,1,Suburban,34,294420
1066,5,3,1,1,Rural,33,160033
2878,4,1,1,3,Rural,40,315677
3325,1,3,2,3,Suburban,50,355984
2893,5,3,1,2,Urban,17,378344
3269,1,2,2,1,Rural,22,345301
2017,4,4,3,1,Suburban,47,262311
2188,1,2,1,2,Rural,48,214339
3519,5,3,3,2,Urban,50,428777
3861,2,4,2,0,Rural,48,399155
2938,2,2,2,0,Suburban,49,303350
1428,5,1,3,1,Urban,39,210139
990,3,4,2,3,Rural,23,167348
2263,1,3,1,0,Rural,49,215137
690,3,1,2,0,Suburban,8,122180
841,3,2,3,2,Urban,14,165524
3046,5,3,2,3,Rural,27,376937
2569,5,3,3,3,Rural,35,332566
2245,3,1,3,3,Urban,40,282580
2504,2,1,3,0,Urban,2,315984
1981,2,4,3,2,Suburban,17,276333
2429,1,1,2,0,Rural,41,230433
2067,2,1,3,1,Urban,18,267150
1325,1,2,3,0,Suburban,36,157993
1325,3,2,2,1,Suburban,12,199238
2311,3,2,2,3,Urban,0,321508
2264,1,3,1,3,Suburban,11,276960
1458,5,4,3,1,Urban,9,268048
3462,2,2,3,2,Suburban,36,388155
3310,5,2,3,3,Suburban,47,394914
1170,2,1,2,0,Urban,17,160948
1536,3,4,1,2,Urban,23,228060
3157,5,1,1,0,Suburban,10,383735
1571,3,4,2,0,Urban,25,231103
2943,3,2,3,3,Suburban,30,351568
3040,4,4,1,3,Suburban,24,386188
3797,1,2,1,2,Urban,39,399183
3438,3,4,2,1,Urban,5,443263
3822,2,3,2,0,Rural,37,408065
3717,2,4,3,2,Rural,31,428236
1562,1,3,3,3,Suburban,44,188577
1297,1,1,2,3,Suburban,19,162981
1770,5,1,3,0,Urban,29,244519
2175,3,1,1,3,Suburban,40,243260
741,1,4,3,0,Rural,8,130011
1229,1,3,2,2,Suburban,23,171917
3758,5,3,3,3,Urban,36,465586
1314,1,1,2,0,Suburban,1,173103
1711,4,3,1,3,Urban,49,231855
3246,2,3,3,3,Urban,26,395334
3657,2,1,3,0,Rural,13,398435
3503,4,2,1,3,Suburban,16,418988
1537,5,3,1,2,Suburban,24,230672
1183,4,2,3,0,Rural,30,166656
1746,5,4,3,1,Suburban,16,274031
2848,1,4,2,0,Urban,12,346276
841,4,4,1,1,Suburban,44,130300
2659,5,1,3,0,Suburban,34,316013
755,3,3,2,2,Rural,45,110652
1027,2,3,3,0,Rural,36,127207
1568,1,1,2,1,Suburban,21,180082
1072,5,2,3,2,Urban,13,208786
2675,5,1,2,3,Urban,17,352565
2958,1,1,2,0,Urban,7,335873
1968,4,3,3,2,Urban,22,287172
2558,2,2,3,1,Urban,49,291471
1970,2,1,1,0,Rural,11,222491
3697,4,2,2,0,Suburban,3,443902
769,1,4,3,2,Urban,24,149718
1399,3,2,3,0,Urban,43,179553
1848,5,4,2,2,Urban,7,302450
779,5,2,3,3,Urban,47,154972
2344,3,3,2,2,Suburban,45,274816
3203,3,2,2,2,Rural,48,345814
2989,1,2,1,1,Rural,39,298734
733,5,4,3,3,Suburban,37,161015
2018,2,3,2,2,Suburban,15,263414
2566,1,4,1,1,Rural,17,295356
1595,3,3,1,0,Rural,0,222531
1449,4,2,3,0,Suburban,20,209599
2262,1,2,2,0,Suburban,24,256508
3647,5,4,2,3,Urban,3,496453
2227,4,1,1,2,Urban,0,302771
1908,4,3,1,2,Rural,48,220605
2748,4,4,3,1,Suburban,4,381787
2254,5,1,2,0,Rural,35,261523
2546,5,1,3,2,Urban,27,332044
3504,2,1,2,2,Rural,7,391581
1465,3,1,3,3,Urban,1,241833
3723,3,2,1,0,Suburban,48,384787
2866,4,2,1,1,Urban,32,345469
1303,5,1,2,2,Urban,29,205096
1839,1,3,3,0,Rural,2,235871
2305,5,4,2,3,Urban,43,317616
2044,1,2,1,0,Urban,2,260143
798,4,3,2,1,Suburban,34,137885
2503,3,3,2,2,Suburban,13,321339
2994,1,3,2,1,Rural,10,340794
3207,2,1,3,1,Rural,2,376012
2131,4,3,2,3,Urban,41,283672
957,2,1,1,0,Urban,21,127116
825,3,4,1,3,Urban,33,151893
2158,5,3,2,2,Suburban,24,300842
2653,2,2,3,0,Suburban,15,320167
2087,3,4,2,1,Rural,7,282771
1976,4,4,1,3,Urban,7,304435
3291,2,4,3,2,Suburban,32,394165
938,5,3,2,2,Suburban,11,192409
2505,2,3,3,2,Urban,12,329199
2033,3,4,1,2,Urban,13,294000
2002,3,2,1,1,Urban,48,231305
2680,3,4,3,3,Urban,41,341838
1799,2,1,3,2,Suburban,32,217490
3899,5,3,2,2,Rural,37,445923
3233,5,3,2,2,Suburban,8,426322
1757,3,4,2,1,Urban,30,245132
651,2,2,2,0,Rural,14,102097
1359,3,1,1,1,Urban,8,197665
2720,2,3,2,3,Urban,45,317747
3193,2,1,2,2,Urban,48,342827
1019,5,1,2,1,Suburban,20,166393
2745,2,4,1,3,Suburban,17,338319
2821,3,3,2,2,Urban,11,367634
1019,4,1,2,3,Suburban,4,188769
3709,1,3,2,0,Suburban,50,375484
1769,1,1,3,3,Suburban,40,201356
660,4,2,2,3,Urban,23,150313
2234,1,3,2,0,Urban,40,252032
2161,2,1,1,3,Urban,45,239168
1668,3,2,1,0,Rural,8,209747
1891,3,3,2,3,Suburban,20,263427
1028,5,3,2,1,Rural,21,178189
3455,2,3,3,0,Suburban,28,392140
2190,1,2,3,0,Suburban,50,221738
3631,1,3,2,1,Rural,29,385797
3667,3,2,2,1,Suburban,45,392383
1389,1,1,2,3,Suburban,23,175681
2811,4,1,2,0,Urban,32,330775
3279,1,2,3,2,Suburban,8,387767
3871,1,1,3,1,Urban,5,444409
1442,1,3,3,3,Urban,42,189533
2734,1,4,3,2,Urban,12,354787
3703,4,2,3,2,Urban,47,430150
3406,5,3,2,1,Suburban,40,402029
1804,2,3,2,2,Urban,23,243745
2272,3,1,3,3,Suburban,36,278116
2308,4,1,1,2,Urban,27,288263
797,2,4,3,2,Urban,14,169507
2467,1,3,3,1,Urban,48,277787
3421,4,3,3,0,Rural,34,389694
1808,5,3,3,0,Suburban,28,255812
2271,5,4,2,3,Urban,0,361554
1440,3,1,3,0,Rural,4,198420
2718,5,1,3,3,Urban,50,339490
2298,3,3,1,3,Suburban,27,291170
1067,3,3,2,3,Urban,19,194346
1747,4,1,1,1,Rural,15,220554
2532,4,4,3,1,Suburban,2,362491
1008,4,4,3,3,Urban,21,204453
1300,2,3,2,2,Rural,3,198553
3368,4,2,2,0,Suburban,21,396494
2315,5,2,3,2,Suburban,15,325523
790,2,1,1,3,Rural,43,90796
3584,4,2,1,3,Suburban,13,429819
1837,5,3,1,0,Suburban,28,243604
2407,1,2,3,2,Urban,29,284637
1857,1,2,3,3,Rural,27,223166
1238,2,1,1,2,Urban,31,157229
3916,5,3,1,0,Suburban,36,441683
3926,3,4,2,3,Suburban,12,482968
1436,5,1,3,0,Suburban,24,211945
3763,3,1,2,1,Suburban,24,415825
3618,4,1,3,0,Rural,15,413899
3108,2,3,3,1,Rural,13,366219
2426,4,3,2,1,Suburban,32,307625
841,5,3,3,3,Urban,23,193671
2676,5,3,2,0,Suburban,17,352565
2252,1,2,2,3,Urban,12,284456
3390,3,1,2,1,Suburban,36,368273
3540,1,1,3,0,Suburban,28,373483
1729,4,2,1,1,Suburban,13,235842
3392,4,4,3,1,Urban,45,414825
2897,2,1,1,2,Suburban,42,299629
625,2,2,1,2,Urban,1,135126
3958,5,2,1,3,Suburban,37,461600
3259,2,3,1,1,Urban,38,365029
2553,2,1,3,2,Rural,19,294248
1456,3,1,2,1,Suburban,28,187285
3493,3,2,2,1,Rural,33,377831
716,4,3,1,0,Rural,36,107434
2367,1,2,3,1,Rural,46,241980
664,1,4,1,2,Suburban,34,102799
2077,2,3,3,3,Rural,5,278354
2607,1,3,3,3,Rural,22,305335
2982,4,2,1,3,Suburban,41,346605
2626,1,2,3,1,Suburban,17,303456
3089,1,3,1,2,Suburban,19,352163
1389,3,3,1,0,Suburban,44,162410
1498,1,1,1,0,Rural,30,148550
2036,4,2,1,3,Rural,20,257513
2203,2,4,2,0,Suburban,33,265360
2392,5,4,2,0,Suburban,12,330808
3388,5,4,2,2,Suburban,22,433617
646,5,1,2,1,Rural,25,118613
3938,1,1,2,0,Suburban,37,402190
2209,1,2,1,1,Urban,10,264181
780,5,1,1,2,Rural,27,126508
2752,1,3,2,0,Suburban,1,334638
1496,2,3,2,1,Rural,32,179941
2168,3,2,1,1,Rural,21,256641
3125,3,2,3,2,Suburban,7,395378
1080,1,4,3,3,Urban,10,198333
3102,1,2,2,0,Urban,48,322762
1584,4,1,1,0,Suburban,1,217773
1867,5,1,3,2,Rural,37,237167
625,1,1,1,0,Urban,20,85412
730,5,1,3,1,Rural,16,140411
2153,2,3,1,0,Urban,7,283509
3240,3,2,1,3,Urban,21,388752
938,5,1,3,1,Rural,25,149825
1282,3,4,1,1,Suburban,30,182920
3115,4,1,3,2,Suburban,39,357053
3444,1,1,2,1,Urban,12,394082
1130,1,4,3,3,Urban,17,191266
2983,1,4,3,1,Rural,3,364024
1950,1,2,2,1,Rural,49,190383
3295,2,1,1,3,Suburban,41,348150
1526,3,1,3,1,Rural,22,197620
3383,3,2,1,1,Urban,36,382508
2254,4,3,1,3,Suburban,46,275476
1311,4,4,2,1,Rural,33,187400
2908,1,3,3,0,Urban,2,368714
3179,3,3,3,0,Rural,22,368239
2177,2,4,3,0,Rural,46,246545
3723,4,2,1,3,Suburban,49,406429
2697,1,2,1,3,Suburban,46,276914
1770,1,3,2,2,Urban,31,228579
3534,3,3,1,3,Suburban,11,429435
3000,4,1,2,0,Urban,8,374538
2406,3,1,2,2,Suburban,18,299538
843,3,4,1,1,Urban,44,138354
1203,5,3,2,0,Rural,43,168825
2433,4,1,2,3,Urban,5,339421
672,3,4,2,1,Suburban,16,145736
2327,5,3,1,1,Urban,44,290625
3144,5,4,2,0,Rural,40,371302
799,4,3,1,2,Rural,25,133581
886,3,2,3,0,Rural,37,122780
3568,4,2,3,3,Suburban,36,427544
1706,4,3,3,3,Suburban,9,271028
2320,3,1,2,1,Urban,47,265220
3040,4,1,2,1,Rural,3,369304
3220,3,4,3,0,Rural,30,373920
3688,3,4,3,2,Suburban,13,461582
3694,2,3,3,3,Suburban,50,406754
854,2,4,1,2,Urban,30,143493
3455,4,2,2,1,Rural,39,383088
2913,4,2,1,0,Rural,29,327930
1977,3,2,3,2,Suburban,29,257355
2440,2,1,3,3,Urban,10,314684
2270,3,3,1,2,Rural,5,290113
829,4,4,1,1,Rural,28,140187
1375,3,2,3,2,Urban,12,219203
1056,2,3,1,2,Suburban,37,137321
3577,3,2,3,2,Suburban,24,425451
665,1,4,1,0,Urban,10,126966
1404,1,1,1,3,Rural,13,164751
3772,2,4,2,3,Rural,23,440034
1225,3,3,1,3,Urban,5,213196
2933,2,2,1,1,Urban,17,348435
1593,2,1,2,2,Rural,37,171040
2478,5,4,1,0,Urban,9,350939
2266,4,1,3,2,Urban,26,304460
1149,3,4,1,2,Suburban,29,173837
2457,1,2,1,2,Urban,16,292532
2656,3,2,3,2,Rural,33,312177
2617,1,1,2,1,Urban,37,281458
2233,2,4,1,2,Urban,22,286507
2808,5,1,2,1,Urban,44,332917
1794,4,2,3,3,Suburban,2,276808
4000,4,3,3,2,Suburban,4,503678
1034,1,2,1,3,Rural,16,139810
1692,4,2,2,1,Urban,25,242168
